Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
16.25,0,0.087175137,98.341,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
7.63,1,0.135258515,47.2402,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
8.5,0,0.097803261,50.5324,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
13.8,0,0.058192802,246.9802,2681.603541568206,1876.909159128978,2316.181148108302,10,0,2348.3546346236562
11.0,1,0.087847141,156.863,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
18.0,0,0.124645538,117.2124,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
15.6,0,0.045076878,241.3854,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.7,0,0.03723211,183.1634,1867.1828137974155,1876.909159128978,2316.181148108302,12,0,2277.8442668817206
18.6,0,0.065771529,245.7802,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
8.35,1,0.127066966,76.5354,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
21.0,0,0.049066248,192.4478,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
20.1,0,0.014925407,143.4154,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
12.3,0,0.036590807,193.3162,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
10.195,1,0.017666978,239.4538,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
8.365,0,0.071498575,37.7506,2681.603541568206,2279.6276513432836,3694.0385576470585,24,0,3694.0385576470585
20.2,0,0.011838464,155.134,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
19.7,0,0.089083914,54.593,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
19.75,0,0.041533438,119.8466,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
20.6,1,0.045797829,178.5344,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
15.85,1,0.110030997,37.2506,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
7.93,0,0.071076672,44.9086,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
9.6,0,0.049617765,44.2086,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
18.7,0,0.10527024,122.9072,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
6.215,0,0.012167793,37.4848,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
14.1,0,0.090043082,140.1496,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
13.65,1,0.013035609,114.7834,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
14.8,0,0.080649685,189.9846,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
15.6,1,0.04575559,167.1132,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
19.75,0,0.012467648,188.1872,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
19.2,0,0.100055601,112.4886,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
19.35,0,0.117530851,222.7088,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
19.85,0,0.054331235,198.7768,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
7.685,0,0.044607722,145.976,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
17.75,1,0.029653914,140.5838,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
5.175,0,0.053148497,36.3874,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
16.85,1,0.023154399,43.9428,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
8.355,0,0.187523164,146.2418,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
21.2,1,0.00704098,173.6738,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
11.35,1,0.023358738,184.4608,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
5.88,1,0.030418998,103.099,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
17.35,0,0.020555958,79.4618,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
17.25,0,0.042480566,173.4764,1867.1828137974155,2323.9905588509873,2316.181148108302,2,0,2340.67526349892
18.5,0,0.052149675,118.3124,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
6.575,1,0.075444922,146.0444,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
11.8,0,0.115167579,199.8084,1867.1828137974155,1876.909159128978,2316.181148108302,12,0,2277.8442668817206
14.0,0,0.023734872,103.2332,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
19.7,0,0.0650227,87.0198,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
18.25,0,0.04421348,173.408,2298.995255579399,2279.6276513432836,2316.181148108302,22,0,2298.995255579399
14.8,1,0.04368089,110.157,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.5,0,0.026912667,261.291,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
6.32,0,0.012769753,39.9822,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
6.13,0,0.076735903,62.4536,1867.1828137974155,1876.909159128978,2316.181148108302,12,0,2277.8442668817206
7.825,0,0.186445212,255.5698,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
11.3,0,0.007278512,196.7426,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
10.3,0,0.1977458405,103.3648,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
19.35,1,0.049712775,78.2644,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
15.1,1,0.106097275,43.2796,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
17.35,0,0.035997636,78.6618,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
13.35,0,0.017857847,77.5012,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
14.0,0,0.030155224,216.9192,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
17.75,1,0.157470693,239.1538,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
13.85,1,0.056271701,232.23,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
14.6,0,0.150801606,48.7692,2681.603541568206,1876.909159128978,2316.181148108302,10,0,2348.3546346236562
6.17,0,0.010647477,66.3826,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.26,1,0.032573725,125.073,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
14.3,0,0.026362624,78.3302,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
16.0,0,0.073080167,228.4668,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
8.6,1,0.040205535,188.753,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
20.85,0,0.121250374,193.9452,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
14.0,1,0.031267496,51.464,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
6.67,1,0.090130537,131.4626,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
9.195,0,0.107870997,181.2634,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
12.65,1,0.156679617,238.8538,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
19.6,1,0.128235131,169.2816,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
18.2,1,0.066284519,247.2092,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
8.77,1,0.0468078355,173.6422,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
5.88,0,0.0249887,150.3392,2681.603541568206,2279.6276513432836,1995.498739224138,0,2,1995.498739224138
16.7,0,0.10203648,181.2292,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
10.0,0,0.099804623,113.7544,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
10.1,0,0.053732324,49.8008,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
18.5,0,0.025813943,89.1172,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
12.6,0,0.056191301,53.2982,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
18.7,0,0.037681448,111.0886,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
19.75,0,0.025039776,102.7332,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
9.395,1,0.100555034,88.8856,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
19.7,0,0.041803291,110.3912,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.325,0,0.029953314,39.5138,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
17.85,0,0.065797601,147.805,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
15.5,0,0.053589594,44.177,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
9.395,0,0.045361705,83.825,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
9.3,0,0.043141572,90.4172,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
4.785,0,0.092781435,119.7098,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
16.6,0,0.027133398,106.2596,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
14.5,1,0.041049322,41.2454,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.35,0,0.056032247,102.3016,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
20.1,0,0.07461309,108.7228,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
6.825,0,0.059557164,263.7226,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
12.15,0,0.02176755,164.6184,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
7.81,0,0.067836851,246.1486,1867.1828137974155,2323.9905588509873,2316.181148108302,2,0,2340.67526349892
8.6,0,0.069809115,90.5146,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
6.55,1,0.034575546,156.5288,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
12.6,1,0.0416320985,120.5072,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
5.095,1,0.129705008,141.8838,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
15.1,1,0.019930418,131.531,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.825,1,0.150248468,155.2288,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
9.0,1,0.050256161,150.9024,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
5.925,1,0.168901843,43.4086,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
7.42,0,0.020407697,248.8092,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
21.1,1,0.160722863,65.7168,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
5.615,0,0.125964559,124.773,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
5.365,1,0.1977458405,172.2764,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
10.895,0,0.026934673,106.128,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
8.155,1,0.033692089,76.2354,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
13.1,1,0.099186992,198.7768,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
10.5,1,0.013493914,143.7154,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
12.15,1,0.132083542,189.5872,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
7.405,0,0.015259084,91.0146,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
19.35,1,0.083079826,80.3644,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
6.3,0,0.127449031,210.527,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
19.0,0,0.128289285,104.9622,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.3,1,0.030212499,98.0384,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
19.75,1,0.018019662,181.566,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
8.31,1,0.115911972,177.3028,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.15,1,0.066279832,147.876,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
5.945,0,0.093008616,127.8652,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
18.2,0,0.102371638,221.2456,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
10.195,0,0.107834541,146.5076,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
6.92,0,0.038610722,61.4852,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
7.075,0,0.102157958,145.0128,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
7.5,0,0.096413261,55.3588,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
21.1,0,0.010600287,233.9958,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
11.15,0,0.073354286,66.8142,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
7.975,0,0.014618973,85.225,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
11.65,0,0.131708682,152.3024,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.93,0,0.028393624,153.434,2298.995255579399,2279.6276513432836,2316.181148108302,22,0,2298.995255579399
15.7,0,0.045274134,177.966,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
5.8,0,0.130931048,89.9172,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
13.5,1,0.125528734,262.191,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.1,0,0.055518167,217.3166,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
9.3,0,0.044730667,245.1802,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
7.825,1,0.150319469,156.9288,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
6.65,0,0.087805788,126.7678,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
19.75,0,0.041429246,117.2466,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
16.0,1,0.106918052,183.5634,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
18.1,0,0.17824575,158.1288,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
12.1,0,0.019314961,164.6526,1867.1828137974155,2279.6276513432836,339.8285004616805,11,0,339.351661981982
9.6,0,0.148742896,107.128,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
12.3,0,0.036939673,113.1834,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
17.7,0,0.195068226,185.4266,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
16.7,1,0.052401766,115.1176,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.71,1,0.06670068,55.2956,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
20.2,0,0.111777297,124.6046,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
5.985,0,0.009921107,183.6924,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
19.2,1,0.022914478,181.195,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
5.905,0,0.045614252,221.5456,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
4.88,1,0.134037,53.3298,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
13.65,0,0.077169841,55.593,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
17.85,1,0.021065311,261.5936,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
16.85,0,0.044377096,184.7266,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
17.75,0,0.098108957,240.9196,2681.603541568206,2279.6276513432836,1995.498739224138,0,2,1995.498739224138
15.85,0,0.069043044,218.7166,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.85,0,0.159096908,129.3336,1867.1828137974155,1876.909159128978,339.8285004616805,24,0,340.3297227272727
15.2,0,0.049934854,95.0752,2681.603541568206,2279.6276513432836,3694.0385576470585,24,0,3694.0385576470585
11.8,1,0.107223632,223.5772,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
6.55,1,0.034604343,157.8288,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
18.25,0,0.075347426,126.3046,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.35,0,0.074553522,91.883,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.2,0,0.058185842,220.8456,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
12.65,0,0.069565759,52.4324,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
6.11,1,0.151827552,43.0086,2298.995255579399,2279.6276513432836,2316.181148108302,22,0,2298.995255579399
16.0,1,0.173027688,155.2972,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
8.02,0,0.111613921,152.6998,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
16.25,0,0.057396092,125.8046,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
20.75,0,0.0251501675,149.4734,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
9.3,0,0.111673587,65.7826,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
12.85,0,0.053185208,182.9608,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
11.3,0,0.094460314,245.3118,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
6.135,1,0.079312367,151.7366,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
6.985,1,0.137645467,185.2608,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
12.5,0,0.031225303,102.899,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
20.7,1,0.078912473,99.9042,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
6.11,1,0.103080901,131.2968,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
14.8,1,0.043885147,108.757,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.02,0,0.081328781,150.0734,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
19.0,1,0.097510482,48.1718,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
15.1,0,0.059313603,238.1248,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
20.0,0,0.0814536,36.819,2681.603541568206,1876.909159128978,2316.181148108302,10,2,2348.3546346236562
16.7,0,0.102633047,180.8292,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
5.11,0,0.035071955,163.221,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
13.6,0,0.009991273,175.537,1867.1828137974155,2323.9905588509873,2316.181148108302,5,2,2438.841866021505
6.635,1,0.077145553,39.8506,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
19.85,0,0.045631231,128.102,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
16.0,1,0.09942555,87.0856,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
16.7,1,0.119647957,180.9976,2681.603541568206,1876.909159128978,2316.181148108302,10,1,2348.3546346236562
19.85,0,0.17635245,220.8772,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
12.65,1,0.07603021,189.0846,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
10.1,0,0.026933321,78.467,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
14.3,0,0.13030659,75.7328,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
15.25,0,0.061184804,132.0968,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
8.775,0,0.021498768,111.5228,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
14.0,1,0.029843736,143.9786,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
6.905,1,0.038363204,98.1726,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
10.395,1,0.037033223,227.9352,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
11.35,1,0.043122189,197.9742,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
10.5,1,0.02624324,143.8128,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
7.785,0,0.089069748,62.751,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
12.5,1,0.073721115,85.6198,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
15.5,1,0.026409147,102.1332,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
16.5,0,0.073977473,206.8638,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
10.85,0,0.162903525,104.9622,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
11.15,1,0.105220024,102.7648,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
17.6,1,0.041373331,38.119,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
7.035,0,0.021849398,263.291,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
13.35,0,0.031139933,74.8012,1867.1828137974155,1876.909159128978,339.8285004616805,24,0,340.3297227272727
8.895,0,0.072545601,178.437,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
11.8,0,0.098312421,81.4618,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
11.15,0,0.032321608,165.6526,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
12.15,0,0.144338493,224.4404,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
15.1,1,0.160852421,131.3942,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
6.385,0,0.084179812,109.0596,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
9.5,0,0.074345268,251.9724,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
6.905,1,0.063850971,97.2726,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
9.105,0,0.064410783,33.39,1867.1828137974155,2279.6276513432836,339.8285004616805,11,2,339.351661981982
15.7,0,0.122742389,134.2942,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
10.5,0,0.011351778,236.5248,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
5.32,0,0.093071679,103.8674,1867.1828137974155,2323.9905588509873,2316.181148108302,7,2,2192.384797631862
15.2,0,0.050168354,95.3752,1867.1828137974155,2323.9905588509873,2316.181148108302,5,0,2438.841866021505
19.85,0,0.054015429,196.3768,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
15.35,0,0.014007727,38.319,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
10.695,1,0.011472001,75.2038,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
16.7,1,0.038685176,146.6102,2681.603541568206,2279.6276513432836,1995.498739224138,0,1,1995.498739224138
15.7,1,0.114565093,112.0202,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
4.615,1,0.101747034,231.33,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
19.1,0,0.045308131,42.5138,1867.1828137974155,1876.909159128978,2316.181148108302,12,0,2277.8442668817206
7.06,1,0.073480266,58.8904,1867.1828137974155,2279.6276513432836,339.8285004616805,11,1,339.351661981982
19.1,0,0.09147267,184.6608,2681.603541568206,2279.6276513432836,3694.0385576470585,24,2,3694.0385576470585
16.7,0,0.022047313,110.2886,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
15.0,0,0.071371458,125.2362,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
9.395,0,0.040187877,85.6908,1867.1828137974155,2323.9905588509873,2316.181148108302,2,2,2340.67526349892
19.2,0,0.099991245,112.7886,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
18.6,0,0.152918384,99.8358,1867.1828137974155,2323.9905588509873,2316.181148108302,2,1,2340.67526349892
19.25,1,0.03467086,141.8496,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
16.6,0,0.016197216,108.8596,2298.995255579399,2279.6276513432836,2316.181148108302,22,2,2298.995255579399
17.6,0,0.05629192,42.5454,1867.1828137974155,1876.909159128978,2316.181148108302,12,1,2277.8442668817206
14.65,0,0.145951533,160.9552,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
12.15,1,0.102295904,162.3552,1867.1828137974155,1876.909159128978,339.8285004616805,24,1,340.3297227272727
7.285,0,0.050065211,157.4288,1867.1828137974155,2323.9905588509873,2316.181148108302,7,1,2192.384797631862
9.5,1,0.104421237,80.196,2298.995255579399,2279.6276513432836,2316.181148108302,22,1,2298.995255579399
16.6,0,0.121635591,175.4738,2681.603541568206,2279.6276513432836,3694.0385576470585,24,1,3694.0385576470585
13.35,0,0.139426044,148.3392,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
16.35,0,0.158562708,194.711,1867.1828137974155,1876.909159128978,339.8285004616805,24,2,340.3297227272727
8.85,1,0.113123893,122.5388,2681.603541568206,2279.6276513432836,1995.498739224138,0,0,1995.498739224138
17.1,0,0.067154053,114.386,1867.1828137974155,1876.909159128978,2316.181148108302,12,2,2277.8442668817206
7.42,1,0.021569566,184.8582,1867.1828137974155,2323.9905588509873,2316.181148108302,5,1,2438.841866021505
12.1,0,0.011557563,165.3526,2681.603541568206,1876.909159128978,2316.181148108302,10,0,2348.3546346236562
